enhancer_element	closest_gene_id	closest_gene_name
chr10:73882800-73885300	ENSG00000148660.21	CAMK2G
chr2:46225700-46227200	ENSG00000116016.14	EPAS1
chr3:112402600-112403700	ENSG00000091972.18	CD200
chr1:26348000-26349400	ENSG00000176092.17	CRYBG2
chr1:223163700-223168100	ENSG00000187554.14	TLR5
chr3:87153100-87156400	ENSG00000083937.10	CHMP2B
chr3:194152200-194154200	ENSG00000114315.4	HES1
chr5:178761500-178763800	ENSG00000169131.13	ZNF354A
chrX:84122700-84124600	ENSG00000072133.11	RPS6KA6
chr1:116648200-116649600	ENSG00000143061.18	IGSF3
chr10:75254200-75255300	ENSG00000165644.11	COMTD1
chr14:24262300-24263500	ENSG00000092295.12	TGM1
chr19:15131900-15134000	ENSG00000105135.16	ILVBL
chr22:21069800-21072200	ENSG00000187905.10	LRRC74B
chr3:112381900-112383100	ENSG00000091972.18	CD200
chr3:189160900-189162500	ENSG00000188001.10	TPRG1
chr7:75005400-75007000	ENSG00000274070.2	CASTOR2
chr14:90416600-90417900	ENSG00000198668.13	CALM1
chr6:72945600-72947500	ENSG00000185760.17	KCNQ5
chr1:14984800-14986000	ENSG00000189337.17	KAZN
chr1:154642700-154644200	ENSG00000160710.18	ADAR
chr19:7529000-7530400	ENSG00000090674.16	MCOLN1
chr6:132675000-132676800	ENSG00000146399.3	TAAR1
chr14:102640600-102641700	ENSG00000089902.10	RCOR1
chr5:173776600-173777700	ENSG00000113742.14	CPEB4
chr16:48419300-48421900	ENSG00000196470.12	SIAH1
chr20:47444100-47446100	ENSG00000124151.19	NCOA3
chr20:60323700-60326400	ENSG00000124215.17	CDH26
chr3:35496700-35500200	ENSG00000172995.17	ARPP21
chr6:52579200-52583800	ENSG00000065308.5	TRAM2
chr9:5184600-5186400	ENSG00000120210.8	INSL6
chr12:68799200-68800500	ENSG00000135679.26	MDM2
chr14:70813600-70814900	ENSG00000006432.16	MAP3K9
chr14:95652500-95654100	ENSG00000213231.13	TCL1B
chr14:95655900-95657200	ENSG00000213231.13	TCL1B
chr14:102098100-102099400	ENSG00000080824.19	HSP90AA1
chr20:53937200-53938300	ENSG00000064787.13	BCAS1
chrX:19827400-19828700	ENSG00000147010.18	SH3KBP1
chr1:204499400-204501800	ENSG00000133056.14	PIK3C2B
chrX:131840400-131842700	ENSG00000134602.16	STK26
chr6:84117400-84120300	ENSG00000135324.6	MRAP2
chr12:114816200-114818400	ENSG00000135111.16	TBX3
chr8:102608300-102611700	ENSG00000155090.15	KLF10
chr12:111364900-111367000	ENSG00000198324.14	PHETA1
chr1:118573200-118574400	ENSG00000092607.15	TBX15
chr1:161571500-161572700	ENSG00000244682.7	FCGR2C
chr1:165455900-165457000	ENSG00000143171.13	RXRG
chr1:211857700-211858900	ENSG00000123684.13	LPGAT1
chr1:246735400-246736500	ENSG00000143653.10	SCCPDH
chr11:129765400-129767400	ENSG00000151715.8	TMEM45B
chr12:307300-308500	ENSG00000010379.16	SLC6A13
chr13:105905900-105907600	ENSG00000182346.21	DAOA
chr14:72403800-72405100	ENSG00000182732.18	RGS6
chr16:31167500-31169200	ENSG00000089280.19	FUS
chr19:46232900-46234100	ENSG00000188293.6	IGFL1
chr2:86569700-86571000	ENSG00000115561.16	CHMP3
chr2:160449300-160450600	ENSG00000153250.20	RBMS1
chr2:171068700-171069900	ENSG00000198586.14	TLK1
chr2:174646100-174647900	ENSG00000115935.18	WIPF1
chr21:29415900-29417800	ENSG00000156273.16	BACH1
chr3:51535500-51536800	ENSG00000164080.14	RAD54L2
chr3:184445200-184446300	ENSG00000090534.20	THPO
chr5:112503100-112504600	ENSG00000129595.14	EPB41L4A
chr5:152117000-152118200	ENSG00000145888.11	GLRA1
chr6:110483400-110485100	ENSG00000004809.14	SLC22A16
chr7:100652500-100653700	ENSG00000077080.10	ACTL6B
chr8:120684400-120686500	ENSG00000172164.15	SNTB1
chr9:113443200-113444800	ENSG00000138835.22	RGS3
chrX:94853200-94855100	ENSG00000179083.7	FAM133A
chrX:134918600-134920500	ENSG00000101928.13	MOSPD1
chr1:23364900-23366200	ENSG00000125945.15	ZNF436
chr1:26267900-26269100	ENSG00000130695.16	CEP85
chr1:31172300-31173800	ENSG00000084628.10	NKAIN1
chr1:244326600-244328700	ENSG00000173728.11	C1orf100
chr11:34295200-34296300	ENSG00000166016.6	ABTB2
chr14:73562400-73563800	ENSG00000187105.9	HEATR4
chr14:75633400-75634700	ENSG00000119686.10	FLVCR2
chr16:10614100-10615400	ENSG00000213853.10	EMP2
chr16:70707800-70709000	ENSG00000103043.15	VAC14
chr17:31069600-31070900	ENSG00000196712.18	NF1
chr17:32155100-32156500	ENSG00000126858.19	RHOT1
chr2:163777900-163779100	ENSG00000182263.14	FIGN
chr2:236557400-236558600	ENSG00000144476.6	ACKR3
chr21:36183800-36184900	ENSG00000142197.12	DOP1B
chr21:45515600-45516700	ENSG00000182871.16	COL18A1
chr22:50479100-50480700	ENSG00000128165.9	ADM2
chr3:11768900-11770000	ENSG00000144560.15	VGLL4
chr6:125873400-125874600	ENSG00000111912.20	NCOA7
chrX:2503000-2504500	ENSG00000214717.12	ZBED1
chr6:15926400-15927500	ENSG00000007944.15	MYLIP
chr1:32911000-32912700	ENSG00000121900.19	TMEM54
chr7:127824100-127825600	ENSG00000197157.11	SND1
chr5:34419700-34423000	ENSG00000039560.14	RAI14
chr11:129731700-129732800	ENSG00000151715.8	TMEM45B
chr2:15982600-15983900	ENSG00000134323.12	MYCN
chr1:147817400-147819300	ENSG00000265107.3	GJA5
chr13:75491700-75493100	ENSG00000136111.14	TBC1D4
chr18:42598000-42599800	ENSG00000152214.14	RIT2
chr3:16214700-16216900	ENSG00000131386.19	GALNT15
chr6:113474700-113476600	ENSG00000277443.3	MARCKS
chrX:38873500-38875100	ENSG00000165175.16	MID1IP1
chr10:7655200-7656600	ENSG00000123243.15	ITIH5
chr11:78369200-78370300	ENSG00000033327.13	GAB2
chr22:29818300-29819500	ENSG00000100325.15	ASCC2
chrX:153733000-153734200	ENSG00000101986.12	ABCD1
chrX:129621200-129622500	ENSG00000171388.12	APLN
chr8:128896300-128897900	ENSG00000147697.9	GSDMC
chr8:95404000-95406900	ENSG00000156172.6	C8orf37
chr2:203038600-203039700	ENSG00000144426.19	NBEAL1
chr20:17545100-17547600	ENSG00000125864.14	BFSP1
chr8:6587700-6588900	ENSG00000091879.14	ANGPT2
chr1:246702800-246703900	ENSG00000143653.10	SCCPDH
chr14:91000900-91002200	ENSG00000100784.12	RPS6KA5
chr12:66904800-66908000	ENSG00000155974.13	GRIP1
chr4:103450200-103452000	ENSG00000138778.13	CENPE
chr17:59490900-59492000	ENSG00000108406.10	DHX40
chr6:3816600-3817700	ENSG00000145945.7	FAM50B
chr16:4133700-4135500	ENSG00000162104.10	ADCY9
chr3:106687500-106690500	ENSG00000138483.3	CCDC54
chr21:34537500-34538800	ENSG00000159200.18	RCAN1
chr15:34366500-34367700	ENSG00000176454.14	LPCAT4
chr3:11677500-11681900	ENSG00000144560.15	VGLL4
chr2:119263900-119265600	ENSG00000115107.20	STEAP3
chr17:47813000-47814600	ENSG00000006025.12	OSBPL7
chr4:110638800-110639900	ENSG00000164093.17	PITX2
chr1:14902300-14903600	ENSG00000189337.17	KAZN
chr1:42398300-42400400	ENSG00000177181.15	RIMKLA
chr1:51980400-51983400	ENSG00000169213.7	RAB3B
chr1:216734800-216736800	ENSG00000196482.18	ESRRG
chr12:53432400-53434300	ENSG00000135409.11	AMHR2
chr14:63609500-63612200	ENSG00000140006.12	WDR89
chr14:63807800-63810700	ENSG00000054654.19	SYNE2
chr15:40485500-40487000	ENSG00000169105.8	CHST14
chr15:65684600-65685800	ENSG00000174485.16	DENND4A
chr16:3835500-3837400	ENSG00000005339.15	CREBBP
chr16:69485600-69487800	ENSG00000103018.17	CYB5B
chr17:14768000-14772100	ENSG00000125430.9	HS3ST3B1
chr19:16804500-16806200	ENSG00000127511.10	SIN3B
chr19:49006100-49007600	ENSG00000183207.14	RUVBL2
chr19:52779700-52784400	ENSG00000189190.10	ZNF600
chr3:111519300-111522000	ENSG00000153283.13	CD96
chr4:40638900-40640600	ENSG00000163694.15	RBM47
chr4:87820900-87822300	ENSG00000152595.16	MEPE
chr6:10859900-10863400	ENSG00000124827.7	GCM2
chr6:160953300-160955300	ENSG00000085511.20	MAP3K4
chr7:50541600-50544300	ENSG00000132437.18	DDC
chr8:38189900-38191200	ENSG00000156735.11	BAG4
chr1:28298500-28301200	ENSG00000130772.14	MED18
chr1:39945100-39947100	ENSG00000168389.18	MFSD2A
chr1:159905700-159907400	ENSG00000213085.10	CFAP45
chr10:119689900-119691200	ENSG00000151929.10	BAG3
chr11:71198800-71200400	ENSG00000162105.20	SHANK2
chr14:64192700-64193800	ENSG00000054654.19	SYNE2
chr14:76987900-76989300	ENSG00000119669.5	IRF2BPL
chr15:42913500-42914600	ENSG00000128881.17	TTBK2
chr15:58871600-58872700	ENSG00000157450.16	RNF111
chr15:70190800-70191900	ENSG00000140332.17	TLE3
chr15:78095900-78098800	ENSG00000183476.13	SH2D7
chr17:63866500-63868100	ENSG00000213218.11	CSH2
chr19:52564300-52565500	ENSG00000167562.13	ZNF701
chr19:53635700-53637200	ENSG00000204595.1	DPRX
chr20:53758200-53759700	ENSG00000171940.14	ZNF217
chr20:56747100-56748700	ENSG00000087510.7	TFAP2C
chr21:39745900-39749600	ENSG00000183067.5	IGSF5
chr22:21654500-21656600	ENSG00000100023.20	PPIL2
chr3:128452600-128454100	ENSG00000179407.3	DNAJB8
chr6:157678700-157680600	ENSG00000130340.17	SNX9
chr7:23486100-23487300	ENSG00000136231.14	IGF2BP3
chr7:152499700-152502100	ENSG00000055609.21	KMT2C
chr8:684500-686100	ENSG00000104714.14	ERICH1
chr8:94932900-94934500	ENSG00000164938.14	TP53INP1
chrX:119751700-119753000	ENSG00000187808.5	SOWAHD
chr1:187865100-187866600	ENSG00000116711.10	PLA2G4A
chr2:196992600-196994000	ENSG00000197121.15	PGAP1
chrX:135090200-135091500	ENSG00000196972.9	SMIM10L2B
chr9:98859800-98860900	ENSG00000119514.7	GALNT12
chr9:137000800-137002400	ENSG00000169583.13	CLIC3
chr3:10778500-10782300	ENSG00000132164.10	SLC6A11
chr1:42856200-42862300	ENSG00000164011.18	ZNF691
chr13:28524900-28528900	ENSG00000102755.12	FLT1
chr13:48913700-48917000	ENSG00000102531.16	FNDC3A
chr14:20599100-20602100	ENSG00000259060.7	RP11-14J7.7
chr17:63880800-63883400	ENSG00000136487.18	GH2
chr18:62990500-62994200	ENSG00000081913.14	PHLPP1
chr19:53511800-53513700	ENSG00000130844.19	ZNF331
chr2:48255300-48257000	ENSG00000170802.16	FOXN2
chr2:170245000-170247700	ENSG00000071909.19	MYO3B
chr20:51216800-51219700	ENSG00000026559.14	KCNG1
chr22:21063700-21066900	ENSG00000187905.10	LRRC74B
chr3:10153300-10156900	ENSG00000134070.5	IRAK2
chr4:8584200-8587700	ENSG00000155269.12	GPR78
chr5:34450000-34452400	ENSG00000039560.14	RAI14
chr6:113332600-113335100	ENSG00000277443.3	MARCKS
chr6:143645900-143648600	ENSG00000112419.14	PHACTR2
chr7:8321800-8324100	ENSG00000003147.19	ICA1
chr7:11999800-12001600	ENSG00000005108.16	THSD7A
chr7:28638400-28641400	ENSG00000146592.17	CREB5
chr7:112660800-112663100	ENSG00000146802.13	TMEM168
chr7:151611000-151613200	ENSG00000106617.15	PRKAG2
chr8:17431400-17434600	ENSG00000003987.14	MTMR7
chr8:53213100-53215700	ENSG00000082556.14	OPRK1
chr8:54314900-54316900	ENSG00000164736.6	SOX17
chrX:71135800-71139000	ENSG00000184634.16	MED12
chr1:6415900-6417100	ENSG00000069812.11	HES2
chr1:43870000-43871400	ENSG00000126091.21	ST3GAL3
chr1:108821200-108822700	ENSG00000162641.20	AKNAD1
chr12:1195200-1196900	ENSG00000082805.20	ERC1
chr12:114757300-114758400	ENSG00000135111.16	TBX3
chr14:94017600-94019300	ENSG00000089723.10	OTUB2
chr15:74341800-74343000	ENSG00000140459.18	CYP11A1
chr19:39605100-39606900	ENSG00000105198.11	LGALS13
chr2:197099000-197100100	ENSG00000065413.20	ANKRD44
chr22:39273400-39275300	ENSG00000100311.17	PDGFB
chr3:112415400-112417200	ENSG00000186265.10	BTLA
chr4:48082400-48083700	ENSG00000074966.11	TXK
chr4:52790600-52791800	ENSG00000226887.8	ERVMER34-1
chr6:4623900-4626000	ENSG00000153046.18	CDYL
chr6:81639000-81640600	ENSG00000112773.16	TENT5A
chr6:85486800-85488500	ENSG00000135318.12	NT5E
chr7:12596000-12597300	ENSG00000006747.15	SCIN
chr7:138003900-138006400	ENSG00000182158.15	CREB3L2
chr9:89796600-89797700	ENSG00000130222.11	GADD45G
chr9:107411800-107413300	ENSG00000136826.15	KLF4
chr12:5975200-5976900	ENSG00000047617.16	ANO2
chr15:47785500-47787200	ENSG00000137872.17	SEMA6D
chr18:8092400-8093600	ENSG00000173482.17	PTPRM
chr6:150132000-150133200	ENSG00000198729.5	PPP1R14C
chr10:30448600-30449800	ENSG00000107968.10	MAP3K8
chr2:46355100-46356300	ENSG00000116016.14	EPAS1
chr22:45555400-45557600	ENSG00000077942.19	FBLN1
chr9:121564000-121565700	ENSG00000136848.17	DAB2IP
chr17:69399800-69403900	ENSG00000108984.15	MAP2K6
chr17:69404100-69408500	ENSG00000108984.15	MAP2K6
chr7:131133600-131135700	ENSG00000128585.18	MKLN1
chr11:122437000-122439100	ENSG00000154127.10	UBASH3B
chr5:172808000-172809800	ENSG00000113719.16	ERGIC1
chr1:41400400-41402700	ENSG00000204060.7	FOXO6
chr14:52992000-52993100	ENSG00000073712.15	FERMT2
chr4:183416600-183418000	ENSG00000168564.6	CDKN2AIP
chr5:35847100-35848800	ENSG00000168685.15	IL7R
chr6:113722700-113724500	ENSG00000277443.3	MARCKS
chr6:134702100-134703200	ENSG00000118514.14	ALDH8A1
chr7:129804100-129806400	ENSG00000186591.13	UBE2H
chr9:86859900-86862000	ENSG00000180447.7	GAS1
chrX:54816900-54818800	ENSG00000102316.17	MAGED2
chrX:69020800-69022000	ENSG00000181191.12	PJA1
chr16:84566400-84567600	ENSG00000140950.16	MEAK7
chr3:11695500-11696700	ENSG00000144560.15	VGLL4
chr7:94650700-94651900	ENSG00000127990.19	SGCE
chr7:101626800-101628000	ENSG00000106436.7	MYL10
chrX:134712200-134713800	ENSG00000170965.10	PLAC1
chr13:31851400-31853400	ENSG00000073910.23	FRY
chr16:2236500-2238200	ENSG00000167968.13	DNASE1L2
chr18:36407800-36408900	ENSG00000134775.15	FHOD3
chr5:116537700-116538800	ENSG00000092421.17	SEMA6A
chr1:36468100-36470600	ENSG00000119535.18	CSF3R
chr1:62751100-62754000	ENSG00000125703.15	ATG4C
chr1:147651000-147654500	ENSG00000162836.12	ACP6
chr11:100696400-100699300	ENSG00000165895.19	ARHGAP42
chr14:105610000-105612300	ENSG00000184986.11	TMEM121
chr16:17502300-17505200	ENSG00000103489.12	XYLT1
chr16:48415000-48417700	ENSG00000196470.12	SIAH1
chr20:24941600-24943600	ENSG00000077984.6	CST7
chr4:141338700-141341300	ENSG00000109445.11	ZNF330
chr5:137674800-137678200	ENSG00000146021.15	KLHL3
chr5:168280900-168283300	ENSG00000113645.15	WWC1
chr5:180122000-180123500	ENSG00000146090.16	RASGEF1C
chr5:180123700-180125900	ENSG00000146090.16	RASGEF1C
chr6:6959000-6960500	ENSG00000124782.20	RREB1
chr7:152449500-152452800	ENSG00000055609.21	KMT2C
chr1:25644400-25645500	ENSG00000117643.15	MAN1C1
chr10:113981200-113982400	ENSG00000043591.6	ADRB1
chr11:47968600-47969900	ENSG00000149177.13	PTPRJ
chr11:64277700-64279500	ENSG00000173264.15	GPR137
chr14:105604500-105606800	ENSG00000184986.11	TMEM121
chr15:43163600-43166300	ENSG00000166946.14	CCNDBP1
chr16:58052000-58054400	ENSG00000102996.5	MMP15
chr5:173647300-173649700	ENSG00000145919.11	BOD1
chr6:6960900-6962500	ENSG00000124782.20	RREB1
chr6:7010800-7012200	ENSG00000124782.20	RREB1
chr6:148210800-148212400	ENSG00000111961.18	SASH1
chr7:6241800-6243200	ENSG00000008256.16	CYTH3
chr7:137906100-137907500	ENSG00000182158.15	CREB3L2
chr6:134078300-134080400	ENSG00000146411.6	SLC2A12
chr1:228009200-228010700	ENSG00000154342.6	WNT3A
chr17:320000-321600	ENSG00000181031.16	RPH3AL
chr6:11153500-11154800	ENSG00000244476.3	ERVFRD-1
chr7:43978000-43979200	ENSG00000136206.4	SPDYE1
chr3:30525400-30526700	ENSG00000163513.19	TGFBR2
chr6:36438500-36439900	ENSG00000112078.14	KCTD20
chr7:135178800-135179900	ENSG00000122783.17	CYREN
chr15:90110300-90112200	ENSG00000182054.10	IDH2
chr14:52859600-52861000	ENSG00000073712.15	FERMT2
chr14:68639500-68641500	ENSG00000185650.10	ZFP36L1
chr2:45654500-45656400	ENSG00000171132.14	PRKCE
chr7:36235300-36236900	ENSG00000122547.11	EEPD1
chr10:99719500-99721500	ENSG00000014919.13	COX15
chr17:62134700-62138500	ENSG00000108510.10	MED13
chr21:39773800-39775900	ENSG00000183067.5	IGSF5
chr6:15965100-15967900	ENSG00000007944.15	MYLIP
chr7:93956800-93959000	ENSG00000127920.6	GNG11
chr8:107626500-107628300	ENSG00000154188.10	ANGPT1
chr9:115913400-115916000	ENSG00000182752.10	PAPPA
chr9:124074700-124076300	ENSG00000106689.11	LHX2
chrX:6781600-6784600	ENSG00000169059.12	VCX3A
chrX:7185400-7188600	ENSG00000101846.8	STS
chrX:105909800-105911800	ENSG00000123572.17	NRK
chr11:108493200-108494600	ENSG00000178202.13	POGLUT3
chr4:37722300-37723600	ENSG00000181826.10	RELL1
chr7:12023800-12025100	ENSG00000106460.19	TMEM106B
chr8:38371000-38373600	ENSG00000147548.17	NSD3
chr8:124964100-124965300	ENSG00000180938.6	ZNF572
chr14:96806100-96807600	ENSG00000100749.9	VRK1
chr15:50387600-50389200	ENSG00000104064.18	GABPB1
chr17:40776600-40778500	ENSG00000171446.7	KRT27
chr17:59550200-59552400	ENSG00000108406.10	DHX40
chr2:29366300-29369500	ENSG00000171094.18	ALK
chr2:224317500-224319300	ENSG00000124019.10	FAM124B
chr3:87073500-87075900	ENSG00000206538.9	VGLL3
chr3:185290200-185294800	ENSG00000073803.14	MAP3K13
chr4:86898900-86901900	ENSG00000163633.12	C4orf36
chr4:112071500-112074600	ENSG00000174749.6	FAM241A
chr4:172897000-172900400	ENSG00000174473.16	GALNTL6
chr7:41803400-41806000	ENSG00000122641.11	INHBA
chrX:2600300-2601900	ENSG00000002586.20	CD99
chrX:52348200-52350600	ENSG00000155622.7	XAGE2
chr11:34035100-34036300	ENSG00000135387.21	CAPRIN1
chr11:67035900-67038400	ENSG00000173227.14	SYT12
chr12:93882100-93883600	ENSG00000169372.13	CRADD
chr13:24653300-24655200	ENSG00000075673.12	ATP12A
chr13:28553300-28556500	ENSG00000102755.12	FLT1
chr13:28551200-28553100	ENSG00000102755.12	FLT1
chr16:48495900-48497300	ENSG00000196470.12	SIAH1
chr3:87070000-87071800	ENSG00000206538.9	VGLL3
chr3:190690300-190691800	ENSG00000196083.10	IL1RAP
chr3:194237800-194239000	ENSG00000114315.4	HES1
chr4:89001900-89003600	ENSG00000138640.15	FAM13A
chr5:38811800-38813400	ENSG00000145623.13	OSMR
chr6:10326300-10329000	ENSG00000137203.15	TFAP2A
chr6:32198400-32199800	ENSG00000213654.10	GPSM3
chr9:116060600-116061900	ENSG00000182752.10	PAPPA
chr9:116062700-116064700	ENSG00000182752.10	PAPPA
chr1:202536300-202537900	ENSG00000077157.22	PPP1R12B
chr1:41349300-41350500	ENSG00000204060.7	FOXO6
chr1:54019900-54021300	ENSG00000203985.11	LDLRAD1
chr1:232521100-232522200	ENSG00000116991.11	SIPA1L2
chr10:117602000-117603500	ENSG00000170370.12	EMX2
chr13:37393300-37394600	ENSG00000133110.15	POSTN
chr14:35534300-35535500	ENSG00000168348.4	INSM2
chr15:70207400-70208600	ENSG00000140332.17	TLE3
chr16:24530400-24531800	ENSG00000122257.20	RBBP6
chr3:6607200-6608300	ENSG00000196277.16	GRM7
chr4:79872000-79873700	ENSG00000163297.18	ANTXR2
chr7:57437400-57438900	ENSG00000182111.9	ZNF716
chrX:152866700-152868000	ENSG00000147383.11	NSDHL
chr12:123455800-123457100	ENSG00000184209.15	SNRNP35
chr6:4575100-4576300	ENSG00000153046.18	CDYL
chr9:136879100-136880400	ENSG00000127191.18	TRAF2
chrX:1254200-1256300	ENSG00000198223.17	CSF2RA
chr4:137992700-137995700	ENSG00000151012.13	SLC7A11
chr1:160139800-160140900	ENSG00000132681.17	ATP1A4
chr6:109030500-109032700	ENSG00000080546.13	SESN1
chr7:67357300-67358600	ENSG00000230358.5	SPDYE21
chr10:24418400-24420600	ENSG00000120549.18	KIAA1217
chr14:49858800-49859900	ENSG00000165525.18	NEMF
chr19:32667900-32669200	ENSG00000105186.16	ANKRD27
chr4:86929300-86930400	ENSG00000285458.1	RP11-397E7.6
chr5:150665000-150666200	ENSG00000164591.14	MYOZ3
chrX:110011100-110012200	ENSG00000157600.12	TMEM164
chrX:112809700-112811200	ENSG00000126016.17	AMOT
chr1:1726100-1727200	ENSG00000008128.23	CDK11A
chr17:75089600-75090700	ENSG00000170190.16	SLC16A5
chr19:38821800-38823200	ENSG00000104823.9	ECH1
chr11:71436500-71437800	ENSG00000172893.17	DHCR7
chrX:18742000-18743900	ENSG00000086717.18	PPEF1
chr6:54842200-54843300	ENSG00000168143.9	FAM83B
chr14:67469400-67470800	ENSG00000198133.9	TMEM229B
chr3:195117000-195118200	ENSG00000173950.16	XXYLT1
chr1:27196800-27198200	ENSG00000090020.11	SLC9A1
chr16:30694900-30696200	ENSG00000080603.17	SRCAP
chr6:15083500-15085100	ENSG00000008083.14	JARID2
chr7:135791300-135792600	ENSG00000189320.9	FAM180A
chr7:152445100-152446200	ENSG00000055609.21	KMT2C
chr1:6397500-6398800	ENSG00000097021.20	ACOT7
chr1:14932000-14933400	ENSG00000189337.17	KAZN
chr19:15227100-15228400	ENSG00000105131.8	EPHX3
chr22:20007400-20008700	ENSG00000099889.14	ARVCF
chr3:128551400-128552900	ENSG00000179348.12	GATA2
chr4:41521500-41523000	ENSG00000064042.18	LIMCH1
chr5:180643100-180644900	ENSG00000037280.16	FLT4
chr7:150997800-150999000	ENSG00000164867.11	NOS3
chr7:151006300-151007600	ENSG00000164867.11	NOS3
chr9:126706400-126708200	ENSG00000136944.19	LMX1B
chr3:23956200-23957500	ENSG00000197885.11	NKIRAS1
chr14:23604000-23605600	ENSG00000100867.15	DHRS2
chr1:234732100-234733300	ENSG00000168264.11	IRF2BP2
chr8:52141100-52145500	ENSG00000147488.11	ST18
chr1:52195700-52197400	ENSG00000157077.16	ZFYVE9
chr1:55969700-55972100	ENSG00000162407.9	PLPP3
chr11:95482000-95484400	ENSG00000149212.12	SESN3
chr12:109487100-109488400	ENSG00000151148.14	UBE3B
chr17:27310100-27311200	ENSG00000109046.15	WSB1
chr2:74535100-74536600	ENSG00000115317.12	HTRA2
chr3:72493400-72494900	ENSG00000163602.11	RYBP
chr4:99103700-99104900	ENSG00000197894.12	ADH5
chr4:107866200-107867500	ENSG00000164023.14	SGMS2
chr6:79757500-79759000	ENSG00000198478.8	SH3BGRL2
chr8:106139200-106140700	ENSG00000164830.19	OXR1
chr19:17558400-17559500	ENSG00000130309.11	COLGALT1
chr2:102128700-102129800	ENSG00000115594.12	IL1R1
chr20:2110900-2112200	ENSG00000125834.13	STK35
chr19:42879200-42881400	ENSG00000231924.10	PSG1
chr14:96106900-96108400	ENSG00000227051.7	C14orf132
chr1:24631800-24635500	ENSG00000133226.17	SRRM1
chr11:73245300-73246500	ENSG00000171631.16	P2RY6
chr1:110119800-110122000	ENSG00000186150.5	UBL4B
chr1:166892400-166894600	ENSG00000152382.6	TADA1
chr18:44586100-44587600	ENSG00000152217.20	SETBP1
chr2:205570400-205571800	ENSG00000118257.17	NRP2
chr2:160950900-160952400	ENSG00000136560.14	TANK
chr9:100328900-100330300	ENSG00000136891.14	TEX10
chr9:121631800-121632900	ENSG00000136848.17	DAB2IP
chr1:178083000-178084900	ENSG00000075391.17	RASAL2
chr11:20156500-20157600	ENSG00000109851.7	DBX1
chr3:31372100-31373300	ENSG00000163527.10	STT3B
chr19:52186800-52188200	ENSG00000105568.18	PPP2R1A
chr5:150454800-150456500	ENSG00000164587.13	RPS14
chr11:110417100-110418800	ENSG00000137714.3	FDX1
chr12:108891300-108893400	ENSG00000110887.8	DAO
chr15:34012400-34014300	ENSG00000184984.10	CHRM5
chr16:84346600-84347800	ENSG00000064270.13	ATP2C2
chr17:30928000-30929500	ENSG00000184060.11	ADAP2
chr2:21048300-21049900	ENSG00000084674.15	APOB
chr2:170459500-170460600	ENSG00000204335.4	SP5
chr21:41350000-41351100	ENSG00000183486.14	MX2
chr7:12084700-12085900	ENSG00000106460.19	TMEM106B
chr9:106653500-106655100	ENSG00000148143.13	ZNF462
chr2:45646200-45647400	ENSG00000171132.14	PRKCE
chr2:232634400-232635800	ENSG00000115468.12	EFHD1
chr3:172067900-172069000	ENSG00000075420.13	FNDC3B
chrX:132236200-132238600	ENSG00000123728.10	RAP2C
chr10:8299700-8302400	ENSG00000107485.18	GATA3
chr10:122290900-122292200	ENSG00000138152.10	BTBD16
chr1:229568000-229569200	ENSG00000135776.5	ABCB10
chr5:178844300-178846400	ENSG00000178338.11	ZNF354B
chr15:92835000-92836400	ENSG00000185442.13	FAM174B
chr19:10608300-10609600	ENSG00000129353.15	SLC44A2
chr22:23775100-23776300	ENSG00000099953.10	MMP11
chr12:7589600-7591500	ENSG00000111701.7	APOBEC1
chr20:18052600-18053900	ENSG00000125850.11	OVOL2
chr5:67765400-67767400	ENSG00000145675.15	PIK3R1
chr18:59055300-59056800	ENSG00000166562.9	SEC11C
chr2:69439700-69440800	ENSG00000169599.13	NFU1
chr2:74619700-74621200	ENSG00000159374.18	M1AP
chr5:151259500-151260800	ENSG00000196743.9	GM2A
chrX:19832500-19834500	ENSG00000147010.18	SH3KBP1
chr10:94989300-94995900	ENSG00000138109.11	CYP2C9
chr19:23974500-23978800	ENSG00000213096.11	ZNF254
chr6:6954900-6958900	ENSG00000124782.20	RREB1
chr1:119539800-119541000	ENSG00000203857.10	HSD3B1
chr2:10737800-10740400	ENSG00000143882.12	ATP6V1C2
chr20:56797500-56798700	ENSG00000087510.7	TFAP2C
chr6:3829900-3831400	ENSG00000145945.7	FAM50B
chr9:89800100-89801300	ENSG00000130222.11	GADD45G
chr1:203113300-203114700	ENSG00000163485.17	ADORA1
chr20:15034900-15036400	ENSG00000172264.18	MACROD2
chr10:34313000-34314800	ENSG00000148498.16	PARD3
chr12:68589200-68590900	ENSG00000127314.18	RAP1B
chr14:67465200-67466500	ENSG00000198133.9	TMEM229B
chr2:43202800-43204100	ENSG00000152518.8	ZFP36L2
chr2:69620900-69622500	ENSG00000115977.21	AAK1
chr2:100058200-100060100	ENSG00000144218.21	AFF3
chr3:108038200-108039900	ENSG00000196776.17	CD47
chr1:8067200-8068700	ENSG00000116285.13	ERRFI1
chr15:100736100-100739200	ENSG00000183475.13	ASB7
chr2:163862000-163863700	ENSG00000182263.14	FIGN
chr3:128665100-128667000	ENSG00000163902.12	RPN1
chr4:169065300-169067400	ENSG00000145439.12	CBR4
chr8:101335900-101337800	ENSG00000120963.12	ZNF706
chr8:101462200-101464700	ENSG00000083307.12	GRHL2
chr1:8159500-8160700	ENSG00000116285.13	ERRFI1
chr1:8271400-8272500	ENSG00000162426.16	SLC45A1
