enhancer_element	closest_gene_id	closest_gene_name
chr13:67049500-67050800	ENSG00000184226.15	PCDH9
chr8:98423400-98428000	ENSG00000156486.8	KCNS2
chr9:93155300-93156900	ENSG00000131669.10	NINJ1
chr14:91102000-91104000	ENSG00000133943.21	DGLUCY
chr3:24608600-24610000	ENSG00000151090.20	THRB
chr1:26573500-26575900	ENSG00000117676.14	RPS6KA1
chr10:123556600-123560000	ENSG00000154478.4	GPR26
chr11:117605500-117607900	ENSG00000177103.15	DSCAML1
chr19:50535900-50537000	ENSG00000131409.13	LRRC4B
chr17:45718600-45721200	ENSG00000120088.15	CRHR1
chr3:10287800-10289100	ENSG00000157017.16	GHRL
chr13:52784600-52788400	ENSG00000136110.13	CNMD
chr11:120029900-120036000	ENSG00000137699.17	TRIM29
chr7:37195400-37196800	ENSG00000155849.16	ELMO1
chr15:80436800-80438000	ENSG00000172379.21	ARNT2
chr3:10694100-10697400	ENSG00000157087.20	ATP2B2
chr22:37382500-37384200	ENSG00000166897.16	ELFN2
chr1:116007100-116008300	ENSG00000163393.13	SLC22A15
chr18:35261600-35263100	ENSG00000186814.14	ZSCAN30
chr1:2948100-2949700	ENSG00000169717.7	ACTRT2
chr2:96047600-96049700	ENSG00000186281.12	GPAT2
chr16:76334300-76336200	ENSG00000152910.19	CNTNAP4
chr10:132775100-132776600	ENSG00000068383.19	INPP5A
chr6:36325800-36330400	ENSG00000189325.7	BNIP5
chr19:35273800-35275000	ENSG00000105698.16	USF2
chr4:158218600-158220200	ENSG00000164124.11	TMEM144
chr11:49212000-49214000	ENSG00000086205.18	FOLH1
chr1:43954500-43955700	ENSG00000117408.11	IPO13
chr8:103146800-103148000	ENSG00000164929.17	BAALC
chr1:65295900-65300000	ENSG00000116675.16	DNAJC6
chr10:22577700-22580300	ENSG00000150867.14	PIP4K2A
chr4:95413200-95415500	ENSG00000182168.15	UNC5C
chr3:186297100-186299800	ENSG00000058866.15	DGKG
chr1:177423500-177427000	ENSG00000198797.7	BRINP2
chr5:132012600-132014700	ENSG00000164398.15	ACSL6
chr16:74720300-74722000	ENSG00000103089.9	FA2H
chr11:1565800-1566900	ENSG00000184545.11	DUSP8
chr1:14445800-14446900	ENSG00000189337.17	KAZN
chr1:19228200-19229300	ENSG00000127463.15	EMC1
chr1:43589700-43590800	ENSG00000142949.17	PTPRF
chr1:44442700-44443800	ENSG00000187147.18	RNF220
chr1:44614200-44615300	ENSG00000187147.18	RNF220
chr1:48030000-48031100	ENSG00000269113.4	TRABD2B
chr1:77487000-77488100	ENSG00000154027.19	AK5
chr1:83947500-83948600	ENSG00000137941.17	TTLL7
chr1:90724900-90726000	ENSG00000143032.8	BARHL2
chr1:116024000-116025100	ENSG00000163393.13	SLC22A15
chr1:183949800-183950900	ENSG00000198756.12	COLGALT2
chr1:187118600-187119700	ENSG00000116711.10	PLA2G4A
chr1:201616400-201617500	ENSG00000134369.15	NAV1
chr1:205498200-205499300	ENSG00000117266.16	CDK18
chr1:205531500-205532600	ENSG00000117266.16	CDK18
chr1:212377500-212378600	ENSG00000065600.13	PACC1
chr10:1651000-1652100	ENSG00000185736.16	ADARB2
chr10:26727100-26728200	ENSG00000148459.16	PDSS1
chr10:48238200-48239300	ENSG00000170324.21	FRMPD2
chr10:48490200-48491300	ENSG00000128805.15	ARHGAP22
chr10:86307200-86308300	ENSG00000182771.19	GRID1
chr10:122520200-122521300	ENSG00000166033.13	HTRA1
chr10:122699200-122700300	ENSG00000183559.12	C10orf120
chr10:123530000-123531100	ENSG00000154478.4	GPR26
chr10:127293300-127294400	ENSG00000188916.9	INSYN2A
chr11:1543800-1544900	ENSG00000184545.11	DUSP8
chr11:2843100-2844200	ENSG00000129757.15	CDKN1C
chr11:8192200-8193300	ENSG00000166405.15	RIC3
chr11:19472200-19473300	ENSG00000166833.22	NAV2
chr11:19545500-19546600	ENSG00000166833.22	NAV2
chr11:19559100-19560200	ENSG00000166833.22	NAV2
chr11:64136600-64137700	ENSG00000133315.12	MACROD1
chr11:64718900-64720000	ENSG00000110076.19	NRXN2
chr11:84293200-84294300	ENSG00000150672.18	DLG2
chr11:113069100-113070200	ENSG00000149294.17	NCAM1
chr11:117479600-117480700	ENSG00000110274.16	CEP164
chr11:117524300-117525400	ENSG00000110274.16	CEP164
chr11:117593700-117594800	ENSG00000177103.15	DSCAML1
chr11:119532900-119534000	ENSG00000154096.14	THY1
chr11:126696300-126697400	ENSG00000110080.20	ST3GAL4
chr11:126947000-126948100	ENSG00000149571.12	KIRREL3
chr12:53541100-53542200	ENSG00000139574.9	NPFF
chr12:98822800-98823900	ENSG00000185046.19	ANKS1B
chr12:100885900-100887000	ENSG00000151572.18	ANO4
chr12:109555100-109556200	ENSG00000110921.14	MVK
chr12:112172100-112173200	ENSG00000173064.14	HECTD4
chr12:120881500-120882600	ENSG00000157837.16	SPPL3
chr12:128402400-128403500	ENSG00000181234.10	TMEM132C
chr13:29517000-29518100	ENSG00000139514.13	SLC7A1
chr13:99102700-99103800	ENSG00000088387.20	DOCK9
chr13:100642100-100643200	ENSG00000125247.16	TMTC4
chr14:23369400-23370500	ENSG00000166090.8	IL25
chr14:38851700-38852800	ENSG00000100934.15	SEC23A
chr14:58776600-58777700	ENSG00000165617.15	DACT1
chr14:63341800-63342900	ENSG00000179600.4	GPHB5
chr14:69724500-69725600	ENSG00000100650.16	SRSF5
chr14:90494900-90496000	ENSG00000198668.13	CALM1
chr14:92252000-92253100	ENSG00000140090.18	SLC24A4
chr14:105307000-105308100	ENSG00000185024.17	BRF1
chr15:29003000-29004100	ENSG00000034053.15	APBA2
chr15:29108500-29109600	ENSG00000034053.15	APBA2
chr15:29704700-29705800	ENSG00000104067.17	TJP1
chr15:30067900-30069000	ENSG00000179938.12	GOLGA8J
chr15:33993200-33994300	ENSG00000184984.10	CHRM5
chr15:45613800-45614900	ENSG00000137767.14	SQOR
chr15:64517500-64518600	ENSG00000180357.9	ZNF609
chr15:73093100-73094200	ENSG00000067141.17	NEO1
chr15:76975800-76976900	ENSG00000140368.13	PSTPIP1
chr15:88741400-88742500	ENSG00000157766.19	ACAN
chr15:91712500-91713600	ENSG00000176463.14	SLCO3A1
chr16:4991100-4992200	ENSG00000118898.16	PPL
chr16:10031000-10032100	ENSG00000183454.18	GRIN2A
chr16:12493700-12494800	ENSG00000048471.14	SNX29
chr16:12773500-12774600	ENSG00000103381.12	CPPED1
chr16:27859500-27860600	ENSG00000169181.13	GSG1L
chr16:58094400-58095500	ENSG00000070761.8	CFAP20
chr16:76347700-76348800	ENSG00000152910.19	CNTNAP4
chr16:83724600-83725700	ENSG00000230989.7	HSBP1
chr17:3485000-3486100	ENSG00000108381.11	ASPA
chr17:45806000-45807100	ENSG00000120088.15	CRHR1
chr17:45808800-45809900	ENSG00000120088.15	CRHR1
chr17:45983400-45984500	ENSG00000256762.1	STH
chr17:51365300-51366400	ENSG00000011260.14	UTP18
chr17:60244700-60245800	ENSG00000170832.13	USP32
chr17:73086900-73088000	ENSG00000133195.11	SLC39A11
chr17:74253000-74254100	ENSG00000141540.11	TTYH2
chr17:78220700-78221800	ENSG00000089685.15	BIRC5
chr17:81377100-81378200	ENSG00000266074.10	BAHCC1
chr17:82659800-82660900	ENSG00000141542.11	RAB40B
chr18:24183800-24184900	ENSG00000141447.18	OSBPL1A
chr18:49301100-49302200	ENSG00000141627.14	DYM
chr18:74434000-74435100	ENSG00000187773.9	DIPK1C
chr18:74493300-74494400	ENSG00000133313.15	CNDP2
chr19:8508100-8509200	ENSG00000133250.14	ZNF414
chr19:29508100-29509200	ENSG00000187135.7	VSTM2B
chr19:30288400-30289500	ENSG00000198597.9	ZNF536
chr19:30328100-30329200	ENSG00000198597.9	ZNF536
chr19:30534200-30535300	ENSG00000198597.9	ZNF536
chr19:30547800-30548900	ENSG00000198597.9	ZNF536
chr19:30569200-30570300	ENSG00000198597.9	ZNF536
chr19:30620800-30621900	ENSG00000198597.9	ZNF536
chr19:49999100-50000200	ENSG00000105053.11	VRK3
chr2:3392100-3393200	ENSG00000171853.16	TRAPPC12
chr2:5950100-5951200	ENSG00000176887.7	SOX11
chr2:5966900-5968000	ENSG00000176887.7	SOX11
chr2:26942200-26943300	ENSG00000084764.12	MAPRE3
chr2:54005300-54006400	ENSG00000170634.13	ACYP2
chr2:74369300-74370400	ENSG00000204843.13	DCTN1
chr2:96827000-96828100	ENSG00000168763.16	CNNM3
chr2:128796500-128797600	ENSG00000136720.7	HS6ST1
chr2:148696900-148698000	ENSG00000135999.12	EPC2
chr2:182836100-182837200	ENSG00000162998.5	FRZB
chr2:198123000-198124100	ENSG00000115896.16	PLCL1
chr2:200716500-200717600	ENSG00000138356.14	AOX1
chr2:207692000-207693100	ENSG00000163249.13	CCNYL1
chr2:218698300-218699400	ENSG00000135912.11	TTLL4
chr2:235721300-235722400	ENSG00000157985.19	AGAP1
chr20:481900-483000	ENSG00000101266.19	CSNK2A1
chr20:2687100-2688200	ENSG00000088881.21	EBF4
chr20:4781900-4783000	ENSG00000101265.16	RASSF2
chr20:11910400-11911500	ENSG00000132640.15	BTBD3
chr20:12064600-12065700	ENSG00000132640.15	BTBD3
chr20:20843600-20844700	ENSG00000188559.15	RALGAPA2
chr20:36204400-36205500	ENSG00000088367.23	EPB41L1
chr20:38405700-38406800	ENSG00000129988.6	LBP
chr20:58208400-58209500	ENSG00000124227.5	ANKRD60
chr20:59514500-59515600	ENSG00000087495.17	PHACTR3
chr20:59736800-59737900	ENSG00000087495.17	PHACTR3
chr21:32825600-32826700	ENSG00000205929.11	C21orf62
chr22:39138100-39139200	ENSG00000100307.13	CBX7
chr3:40166100-40167200	ENSG00000170011.14	MYRIP
chr3:40305900-40307000	ENSG00000114784.4	EIF1B
chr3:52382000-52383100	ENSG00000114841.18	DNAH1
chr3:52619700-52620800	ENSG00000163939.18	PBRM1
chr3:68930800-68931900	ENSG00000163377.16	TAFA4
chr3:101764400-101765500	ENSG00000144815.16	NXPE3
chr3:147429800-147430900	ENSG00000152977.10	ZIC1
chr3:170532900-170534000	ENSG00000013293.6	SLC7A14
chr4:7303700-7304800	ENSG00000184985.16	SORCS2
chr4:7718900-7720000	ENSG00000184985.16	SORCS2
chr4:14835000-14836100	ENSG00000137449.17	CPEB2
chr4:17525300-17526400	ENSG00000249581.2	CLRN2
chr4:38877500-38878600	ENSG00000197712.12	FAM114A1
chr4:39299300-39300400	ENSG00000035928.16	RFC1
chr4:61266600-61267700	ENSG00000150471.17	ADGRL3
chr4:95372700-95373800	ENSG00000182168.15	UNC5C
chr4:143450300-143451400	ENSG00000109458.8	GAB1
chr4:153307800-153308900	ENSG00000121211.8	MND1
chr4:167153600-167154700	ENSG00000196104.11	SPOCK3
chr4:182832100-182833200	ENSG00000129187.15	DCTD
chr5:38440300-38441400	ENSG00000164318.18	EGFLAM
chr5:84356900-84358000	ENSG00000164176.13	EDIL3
chr5:103283200-103284300	ENSG00000181751.10	MACIR
chr5:132657800-132658900	ENSG00000169194.9	IL13
chr5:132792600-132793700	ENSG00000164402.14	SEPTIN8
chr5:137325100-137326200	ENSG00000152377.14	SPOCK1
chr5:139715900-139717000	ENSG00000171604.12	CXXC5
chr5:147059600-147060700	ENSG00000156475.19	PPP2R2B
chr6:3629700-3630800	ENSG00000168994.14	PXDC1
chr6:3646500-3647600	ENSG00000168994.14	PXDC1
chr6:3681800-3682900	ENSG00000168994.14	PXDC1
chr6:41908600-41909700	ENSG00000124641.16	MED20
chr6:89615700-89616800	ENSG00000135299.17	ANKRD6
chr6:97018700-97019800	ENSG00000186231.17	KLHL32
chr6:97038100-97039200	ENSG00000186231.17	KLHL32
chr6:136451000-136452100	ENSG00000135525.19	MAP7
chr6:149442800-149443900	ENSG00000178199.14	ZC3H12D
chr6:151430500-151431600	ENSG00000155906.20	RMND1
chr6:158445100-158446200	ENSG00000146433.10	TMEM181
chr6:161834600-161835700	ENSG00000185345.23	PRKN
chr7:2146800-2147900	ENSG00000002822.16	MAD1L1
chr7:37327000-37328100	ENSG00000155849.16	ELMO1
chr7:64876800-64877900	ENSG00000198039.11	ZNF273
chr7:72181500-72182600	ENSG00000183166.11	CALN1
chr7:86826100-86827200	ENSG00000198822.11	GRM3
chr7:149722000-149723100	ENSG00000133619.17	KRBA1
chr7:156589500-156590600	ENSG00000105982.17	RNF32
chr8:90848200-90849300	ENSG00000123119.12	NECAB1
chr9:8670100-8671200	ENSG00000153707.18	PTPRD
chr9:95990400-95991500	ENSG00000182150.19	ERCC6L2
chr9:123384500-123385600	ENSG00000148204.12	CRB2
chr9:127150400-127151500	ENSG00000136859.10	ANGPTL2
chr9:131511300-131512400	ENSG00000130714.19	POMT1
chr9:131520900-131522000	ENSG00000130717.13	UCK1
chrX:29903100-29904200	ENSG00000169306.10	IL1RAPL1
chrX:45151100-45152200	ENSG00000147113.17	DIPK2B
chrX:130645400-130646500	ENSG00000165675.18	ENOX2
chr1:43319100-43320200	ENSG00000117400.18	MPL
chr1:44622700-44623800	ENSG00000187147.18	RNF220
chr10:13845000-13846100	ENSG00000151474.23	FRMD4A
chr10:72019000-72020100	ENSG00000122863.6	CHST3
chr17:74340700-74341800	ENSG00000196169.15	KIF19
chr19:35018900-35020000	ENSG00000105711.14	SCN1B
chr19:55289300-55290400	ENSG00000160469.17	BRSK1
chr2:210505100-210506200	ENSG00000021826.17	CPS1
chr20:44625600-44626700	ENSG00000168734.14	PKIG
chr22:20017000-20018100	ENSG00000183597.16	TANGO2
chr3:46889200-46890300	ENSG00000160801.14	PTH1R
chr5:82259500-82260600	ENSG00000186468.13	RPS23
chr8:140774900-140776000	ENSG00000169398.19	PTK2
chr9:36220100-36221200	ENSG00000122705.17	CLTA
chr9:126475500-126476600	ENSG00000136944.19	LMX1B
chr9:137036300-137037400	ENSG00000107281.10	NPDC1
chrX:50771900-50773000	ENSG00000158352.17	SHROOM4
chr11:9171900-9174000	ENSG00000184014.9	DENND5A
chr9:85021400-85023200	ENSG00000148053.17	NTRK2
chrX:71147900-71149100	ENSG00000196338.14	NLGN3
chr4:81431500-81432700	ENSG00000138670.18	RASGEF1B
chr13:100662200-100663300	ENSG00000125247.16	TMTC4
chr1:65981200-65983000	ENSG00000184588.18	PDE4B
chr6:136397800-136399200	ENSG00000135525.19	MAP7
chr20:24583900-24585100	ENSG00000101463.6	SYNDIG1
chr13:47080500-47084000	ENSG00000102468.11	HTR2A
chr5:133432000-133434600	ENSG00000053108.17	FSTL4
chr8:119640900-119642100	ENSG00000136960.13	ENPP2
chr9:89393100-89394500	ENSG00000187764.12	SEMA4D
chr12:118826300-118828300	ENSG00000139767.10	SRRM4
chr3:107345000-107347000	ENSG00000138483.3	CCDC54
chr4:112950800-112957100	ENSG00000145362.21	ANK2
chr5:87586000-87590200	ENSG00000134480.16	CCNH
chr2:157314500-157316400	ENSG00000136541.15	ERMN
chr6:110610000-110611500	ENSG00000004809.14	SLC22A16
chr11:125324100-125326200	ENSG00000165495.16	PKNOX2
chr9:77794900-77796300	ENSG00000156049.7	GNA14
chr7:31787600-31789800	ENSG00000106341.11	PPP1R17
chr1:48830500-48833200	ENSG00000162373.13	BEND5
chr1:177019500-177022100	ENSG00000152092.16	ASTN1
chr10:28478100-28480700	ENSG00000095787.24	WAC
chr10:133066400-133068100	ENSG00000197177.16	ADGRA1
chr12:51506700-51508400	ENSG00000050438.17	SLC4A8
chr13:34408300-34411400	ENSG00000172915.19	NBEA
chr14:29034900-29036300	ENSG00000176165.12	FOXG1
chr18:24535200-24537100	ENSG00000134489.7	HRH4
chr14:95391200-95392300	ENSG00000176438.13	SYNE3
chr13:26209900-26212300	ENSG00000127870.17	RNF6
chr14:88960500-88962800	ENSG00000165533.19	TTC8
chr3:10704400-10708600	ENSG00000157087.20	ATP2B2
chr5:174044700-174046600	ENSG00000170091.11	NSG2
chr11:117051600-117053400	ENSG00000160584.17	SIK3
chr11:117687600-117689400	ENSG00000177103.15	DSCAML1
chr10:89227500-89228600	ENSG00000107798.18	LIPA
chr16:19014000-19017100	ENSG00000170537.13	TMC7
chr16:68443200-68448600	ENSG00000103056.12	SMPD3
chr1:44589100-44590600	ENSG00000187147.18	RNF220
chr13:101011100-101013300	ENSG00000102452.18	NALCN
chr12:68879600-68881900	ENSG00000135678.12	CPM
chr4:7341800-7343000	ENSG00000184985.16	SORCS2
chr15:48873600-48875100	ENSG00000185634.12	SHC4
chr5:678100-679500	ENSG00000171368.12	TPPP
chr19:55449100-55451100	ENSG00000187902.13	SHISA7
chr3:9096700-9098300	ENSG00000196220.16	SRGAP3
chr1:110122300-110124000	ENSG00000186150.5	UBL4B
chrX:12137100-12138700	ENSG00000169933.16	FRMPD4
chr9:123370400-123371500	ENSG00000148204.12	CRB2
chr4:158228400-158230100	ENSG00000164124.11	TMEM144
chr16:7917800-7919800	ENSG00000078328.23	RBFOX1
chr9:128399500-128400800	ENSG00000167123.19	CERCAM
chr1:66171700-66174200	ENSG00000184588.18	PDE4B
chr5:139713000-139714900	ENSG00000171604.12	CXXC5
chr2:240822600-240825800	ENSG00000130294.18	KIF1A
chr2:47306900-47308000	ENSG00000119888.11	EPCAM
chr9:84972200-84973900	ENSG00000148053.17	NTRK2
chr2:128309400-128310500	ENSG00000136720.7	HS6ST1
chr9:128310200-128311300	ENSG00000167112.10	TRUB2
chr1:98048000-98050700	ENSG00000188641.14	DPYD
chr7:154429600-154431500	ENSG00000130226.17	DPP6
chr9:89415500-89416600	ENSG00000187764.12	SEMA4D
chr4:95192900-95194500	ENSG00000138696.11	BMPR1B
chr8:142092400-142093900	ENSG00000171045.16	TSNARE1
chr17:39597600-39599200	ENSG00000171532.5	NEUROD2
chr17:79363500-79367500	ENSG00000167281.19	RBFOX3
chr6:44282600-44286300	ENSG00000146221.10	TCTE1
chr9:135139500-135140700	ENSG00000130558.20	OLFM1
chr20:63177400-63178700	ENSG00000149658.18	YTHDF1
chr22:30700500-30703100	ENSG00000184792.16	OSBP2
chr12:106097200-106098300	ENSG00000074590.14	NUAK1
chr17:50840600-50842300	ENSG00000173714.8	WFIKKN2
chr7:29484300-29485500	ENSG00000106069.23	CHN2
chr8:132323400-132325500	ENSG00000184156.17	KCNQ3
chr16:24875400-24877300	ENSG00000158865.12	SLC5A11
chr15:90904600-90906400	ENSG00000196547.15	MAN2A2
chr1:3438700-3439900	ENSG00000130762.15	ARHGEF16
chr14:28120000-28122000	ENSG00000176165.12	FOXG1
chr2:240285800-240288000	ENSG00000178602.8	OTOS
chr3:17798300-17801100	ENSG00000131374.14	TBC1D5
chr17:20159100-20160400	ENSG00000128487.18	SPECC1
chr19:50532100-50534800	ENSG00000131409.13	LRRC4B
chr1:6160500-6162000	ENSG00000116254.18	CHD5
chr20:20847500-20852100	ENSG00000188559.15	RALGAPA2
chr5:19987700-19989400	ENSG00000145526.12	CDH18
chr9:134449200-134450400	ENSG00000186350.12	RXRA
chr1:61189600-61190700	ENSG00000162599.17	NFIA
chr3:10598000-10599300	ENSG00000157087.20	ATP2B2
chr2:98912800-98914000	ENSG00000196872.12	CRACDL
chr15:33968100-33970300	ENSG00000184984.10	CHRM5
chr21:16076400-16077600	ENSG00000155313.16	USP25
chr10:127255200-127258000	ENSG00000188916.9	INSYN2A
chr8:86034300-86035900	ENSG00000147613.8	PSKH2
chr17:5643200-5644900	ENSG00000091592.16	NLRP1
chr6:163554600-163556500	ENSG00000112531.17	QKI
chr12:568800-570000	ENSG00000139044.12	B4GALNT3
chr1:11457500-11460000	ENSG00000204624.8	DISP3
chr1:210791500-210794200	ENSG00000143473.13	KCNH1
chr5:160392700-160394900	ENSG00000221886.4	ZBED8
chr1:74473400-74476500	ENSG00000162621.7	LRRC53
chr10:89233300-89234500	ENSG00000107798.18	LIPA
chr2:144421300-144422400	ENSG00000169554.22	ZEB2
chrX:149472700-149473900	ENSG00000010404.18	IDS
chr19:30248700-30250600	ENSG00000198597.9	ZNF536
chr19:30402200-30403400	ENSG00000198597.9	ZNF536
chr3:147388400-147391200	ENSG00000152977.10	ZIC1
chr2:235662200-235664300	ENSG00000157985.19	AGAP1
chr6:148225500-148228400	ENSG00000111961.18	SASH1
chr1:160325100-160326800	ENSG00000122218.16	COPA
chr18:24203300-24205500	ENSG00000141447.18	OSBPL1A
chr5:11382400-11384000	ENSG00000169862.19	CTNND2
chr18:71430900-71432300	ENSG00000141668.10	CBLN2
chr20:59649500-59651200	ENSG00000087495.17	PHACTR3
chr20:59620300-59621900	ENSG00000087495.17	PHACTR3
chr9:112841800-112843000	ENSG00000148158.17	SNX30
chr5:137441700-137444200	ENSG00000152377.14	SPOCK1
chr2:71594900-71597500	ENSG00000135636.15	DYSF
chr15:68646000-68648000	ENSG00000103647.13	CORO2B
chr17:80471200-80473400	ENSG00000171246.6	NPTX1
chr2:21274400-21277800	ENSG00000218819.6	TDRD15
chrX:10222600-10224100	ENSG00000073464.13	CLCN4
chr3:40527800-40529800	ENSG00000172888.12	ZNF621
chr11:72524300-72526300	ENSG00000186642.16	PDE2A
chr6:56633600-56635100	ENSG00000151914.21	DST
chr4:7380900-7382500	ENSG00000184985.16	SORCS2
chr10:121615800-121617400	ENSG00000066468.24	FGFR2
chr6:136463700-136465200	ENSG00000135525.19	MAP7
chr17:34580200-34583500	ENSG00000181291.8	TMEM132E
chr13:83773000-83774500	ENSG00000178235.8	SLITRK1
chr5:31897100-31898800	ENSG00000133401.16	PDZD2
chr19:39366500-39368200	ENSG00000179134.15	SAMD4B
chr10:73548800-73550200	ENSG00000166348.19	USP54
chr7:139667500-139668700	ENSG00000064393.16	HIPK2
chr16:76275700-76279800	ENSG00000152910.19	CNTNAP4
chr17:29091900-29094000	ENSG00000196535.17	MYO18A
chr6:166849000-166853600	ENSG00000071242.12	RPS6KA2
chr10:60261900-60263800	ENSG00000151150.22	ANK3
chr5:139748400-139749500	ENSG00000146005.4	PSD2
chr12:110057700-110059000	ENSG00000174456.15	C12orf76
chr16:66994800-66995900	ENSG00000172824.16	CES4A
chr1:205043300-205045500	ENSG00000184144.12	CNTN2
chr11:121523300-121524800	ENSG00000137642.13	SORL1
chr6:152236000-152238700	ENSG00000131018.25	SYNE1
chr19:36091500-36094500	ENSG00000075702.19	WDR62
chr7:86783100-86784400	ENSG00000198822.11	GRM3
chr8:140801000-140802300	ENSG00000169398.19	PTK2
chr2:235623000-235624400	ENSG00000157985.19	AGAP1
chr17:49384600-49386800	ENSG00000198740.9	ZNF652
chr10:10513800-10516000	ENSG00000048740.18	CELF2
chr11:49182100-49184300	ENSG00000086205.18	FOLH1
chr14:103028200-103029300	ENSG00000198752.11	CDC42BPB
chr10:15221000-15225200	ENSG00000152465.18	NMT2
chr16:17075600-17077000	ENSG00000103489.12	XYLT1
chrX:150774800-150776000	ENSG00000102181.21	CD99L2
chr18:74533100-74534300	ENSG00000150656.15	CNDP1
chr1:230837900-230839100	ENSG00000119280.17	C1orf198
chr18:195200-197900	ENSG00000101557.15	USP14
chr6:97045800-97047800	ENSG00000186231.17	KLHL32
chr3:17203400-17206300	ENSG00000154822.18	PLCL2
chr14:21040300-21041400	ENSG00000165799.5	RNASE7
chr12:121180300-121182700	ENSG00000135124.15	P2RX4
chr1:69569900-69572500	ENSG00000033122.21	LRRC7
chr9:108244400-108246400	ENSG00000148156.8	ACTL7B
chr21:45280100-45281900	ENSG00000186866.17	POFUT2
chr17:74329000-74331300	ENSG00000196169.15	KIF19
chr11:90108600-90112000	ENSG00000077616.11	NAALAD2
chr3:85354600-85356500	ENSG00000175161.14	CADM2
chr9:9044400-9046100	ENSG00000153707.18	PTPRD
chr4:158248900-158251000	ENSG00000164124.11	TMEM144
chr7:28794500-28796200	ENSG00000146592.17	CREB5
chr20:43563300-43567500	ENSG00000101049.17	SGK2
chr16:48328700-48331700	ENSG00000102910.14	LONP2
chr22:45213300-45214500	ENSG00000100364.19	KIAA0930
chr7:86599600-86601700	ENSG00000198822.11	GRM3
chr2:26897500-26898600	ENSG00000157851.17	DPYSL5
chr1:210745300-210747400	ENSG00000143473.13	KCNH1
chr17:79508000-79509300	ENSG00000167281.19	RBFOX3
chr17:79572300-79574300	ENSG00000167281.19	RBFOX3
chr17:79601500-79604300	ENSG00000167281.19	RBFOX3
chr20:10128600-10130200	ENSG00000132639.13	SNAP25
chr2:2106400-2108000	ENSG00000186487.20	MYT1L
chr17:17743200-17744300	ENSG00000108557.19	RAI1
chr8:132477500-132482500	ENSG00000184156.17	KCNQ3
chr5:132883400-132884800	ENSG00000164406.8	LEAP2
chrX:129812700-129815000	ENSG00000188706.13	ZDHHC9
chr11:63576900-63578700	ENSG00000133328.4	PLAAT2
chr15:45577300-45580400	ENSG00000104164.12	BLOC1S6
chr11:17842300-17844100	ENSG00000129159.9	KCNC1
chr17:5876100-5879300	ENSG00000285471.1	RP11-960B9.3
chr4:874800-877000	ENSG00000178950.17	GAK
chr2:57885200-57888700	ENSG00000028116.18	VRK2
chr1:210848300-210852700	ENSG00000143473.13	KCNH1
chr17:31426400-31428600	ENSG00000131242.18	RAB11FIP4
chr17:74300700-74303600	ENSG00000171595.14	DNAI2
chr4:54850000-54852800	ENSG00000157404.16	KIT
chr5:169913100-169916100	ENSG00000204767.4	INSYN2B
chr10:86362100-86364300	ENSG00000182771.19	GRID1
chr11:117661000-117662100	ENSG00000177103.15	DSCAML1
chr15:43950100-43952600	ENSG00000171877.21	FRMD5
chr15:64125500-64127400	ENSG00000028528.15	SNX1
chr15:29023600-29026600	ENSG00000034053.15	APBA2
chr15:31856500-31860700	ENSG00000169918.10	OTUD7A
chr2:71289800-71295700	ENSG00000075292.19	ZNF638
chr20:24569900-24574100	ENSG00000101463.6	SYNDIG1
chr8:142108000-142111400	ENSG00000171045.16	TSNARE1
chr9:132135100-132138100	ENSG00000196358.11	NTNG2
chr1:31200400-31202300	ENSG00000084628.10	NKAIN1
chr1:44548300-44551000	ENSG00000187147.18	RNF220
chr10:96358000-96360900	ENSG00000197430.11	OPALIN
chr11:125468500-125469700	ENSG00000149557.14	FEZ1
chr11:134394200-134395500	ENSG00000109956.13	B3GAT1
chr12:30980600-30981800	ENSG00000110900.16	TSPAN11
chr15:29017300-29020000	ENSG00000034053.15	APBA2
chr16:946700-947900	ENSG00000103227.19	LMF1
chr16:69894800-69896600	ENSG00000198373.13	WWP2
chr19:11458400-11461100	ENSG00000196361.10	ELAVL3
chr6:163239700-163241800	ENSG00000112530.11	PACRG
chr6:166296500-166298500	ENSG00000176381.6	PRR18
chr9:19605000-19607700	ENSG00000155886.11	SLC24A2
chr8:136298600-136301600	ENSG00000131773.14	KHDRBS3
chr1:43317200-43318900	ENSG00000066056.14	TIE1
chr12:13471500-13473700	ENSG00000273079.7	GRIN2B
chr15:63869000-63871600	ENSG00000103657.14	HERC1
chr9:70345700-70347200	ENSG00000119138.5	KLF9
chr16:82766800-82768800	ENSG00000140945.17	CDH13
chr3:127710200-127711300	ENSG00000074416.15	MGLL
chr17:81107800-81109000	ENSG00000175866.16	BAIAP2
chr3:12889900-12892700	ENSG00000144713.13	RPL32
chr1:83957900-83960100	ENSG00000137941.17	TTLL7
chr1:20460300-20463500	ENSG00000162545.6	CAMK2N1
chr1:38547900-38551000	ENSG00000116954.8	RRAGC
chr10:116942500-116945800	ENSG00000187164.20	SHTN1
chr10:123365400-123368900	ENSG00000154473.18	BUB3
chr11:113232900-113239000	ENSG00000149294.17	NCAM1
chr11:131621200-131626000	ENSG00000182667.15	NTM
chr11:134451900-134455800	ENSG00000109956.13	B3GAT1
chr17:34577100-34580000	ENSG00000181291.8	TMEM132E
chr2:2546200-2548400	ENSG00000186487.20	MYT1L
chr2:176245400-176246800	ENSG00000128654.14	MTX2
chr20:59681700-59686200	ENSG00000087495.17	PHACTR3
